"e401k","inc","marr","male","age","fsize","nettfa","p401k","pira","incsq","agesq"
1,15.3870000839233,0,1,40,1,7.5,1,0,236.759765625,1600
1,31.242000579834,1,0,34,2,52.4360008239746,1,1,976.062622070312,1156
1,36.201000213623,1,0,31,5,1.59899997711182,1,1,1310.51245117188,961
1,17.5049991607666,1,0,30,3,0.028999999165535,1,0,306.424987792969,900
1,74.6460037231445,1,0,42,3,16.5849990844727,0,1,5572.02587890625,1764
1,49.5960006713867,1,0,43,3,32.0999984741211,1,1,2459.76318359375,1849
1,28.0349998474121,0,0,31,2,-4.23999977111816,1,0,785.961242675781,961
1,44.3610000610352,0,0,62,1,0,0,0,1967.89831542969,3844
0,13.5,1,0,53,2,2.83999991416931,0,0,182.25,2809
0,28.0349998474121,1,0,41,3,0.100000001490116,0,0,785.961242675781,1681
0,79.2809982299805,0,1,43,1,60.2999992370605,0,0,6285.4765625,1849
0,11.460000038147,1,0,31,3,-8,0,0,131.331604003906,961
0,37.7999992370605,0,0,53,2,22.4990005493164,0,0,1428.83996582031,2809
0,10.1999998092651,0,1,61,1,0,0,0,104.039993286133,3721
0,11.2469997406006,0,0,64,2,0.758000016212463,0,0,126.495002746582,4096
1,42.8880004882812,0,1,58,3,43.1500015258789,1,0,1839.38061523438,3364
0,21.4619998931885,1,1,54,2,-0.300999999046326,0,0,460.617431640625,2916
0,24.0450000762939,0,1,32,1,-3.3510000705719,0,0,578.162048339844,1024
0,23.1900005340576,1,0,44,4,7.69899988174438,0,0,537.776123046875,1936
0,28.875,0,0,60,3,28.6490001678467,0,0,833.765625,3600
1,58.0499992370605,1,0,25,2,4.59999990463257,1,0,3369.80249023438,625
0,22.4220008850098,1,0,63,2,51,0,1,502.746124267578,3969
1,54.5820007324219,1,0,56,2,5.99900007247925,0,0,2979.19482421875,3136
1,66.8399963378906,1,0,32,4,26.1350002288818,1,0,4467.5849609375,1024
1,79.6650009155273,1,0,51,2,43.7789993286133,1,0,6346.51220703125,2601
1,35.2019996643066,1,0,60,3,19.9519996643066,1,1,1239.18078613281,3600
1,74.370002746582,1,0,27,3,10.9499998092651,1,0,5530.8974609375,729
0,43.6800003051758,0,1,51,1,21.7000007629395,0,1,1907.9423828125,2601
0,34.931999206543,1,0,34,5,-6.59999990463257,0,0,1220.24462890625,1156
0,57.609001159668,1,0,38,4,0.254999995231628,0,0,3318.79711914062,1444
1,59.4300003051758,1,0,37,4,17.6000003814697,0,0,3531.92504882812,1369
1,25.6469993591309,0,0,39,1,-6,0,0,657.7685546875,1521
1,31.9109992980957,0,1,44,1,-4.60699987411499,0,0,1018.31188964844,1936
0,20.6219997406006,0,0,62,1,0.25900000333786,0,0,425.266876220703,3844
0,23.1539993286133,0,1,26,2,-1.69099998474121,0,1,536.107666015625,676
0,37.2000007629395,0,0,25,1,-7.75,0,0,1383.84008789062,625
0,120.75,1,0,40,5,51.25,0,1,14580.5625,1600
1,73.0199966430664,1,0,27,2,30.7999992370605,1,1,5331.919921875,729
1,54.8190002441406,1,0,34,2,5.61700010299683,1,0,3005.12280273438,1156
1,32.2439994812012,0,0,29,1,-3.9779999256134,1,0,1039.67553710938,841
0,25.7819995880127,1,0,33,2,-3.8199999332428,0,0,664.711486816406,1089
0,23.1000003814697,0,1,29,1,4.5,0,0,533.610046386719,841
0,14.753999710083,0,0,63,5,0.200000002980232,0,0,217.680511474609,3969
0,128.699996948242,1,0,44,4,195,0,1,16563.689453125,1936
1,32.4300003051758,0,0,49,1,-2.21799993515015,1,0,1051.70495605469,2401
1,37.3800010681152,1,0,61,2,100.46900177002,1,1,1397.26452636719,3721
0,55.3769989013672,1,0,38,4,4.25600004196167,0,1,3066.61206054688,1444
1,76.9410018920898,1,0,38,4,42.0499992370605,0,1,5919.91796875,1444
1,38.7120018005371,1,0,38,4,7.46500015258789,1,0,1498.619140625,1444
0,77.9400024414062,1,0,36,4,2.54999995231628,0,0,6074.64404296875,1296
1,24.6299991607666,1,0,43,2,3.01999998092651,1,0,606.636840820312,1849
0,52.2150001525879,1,0,50,5,-13.9680004119873,0,0,2726.40625,2500
1,20.9699993133545,0,0,38,3,-5.54699993133545,0,0,439.740875244141,1444
0,47.0699996948242,1,0,28,2,2.49900007247925,0,0,2215.5849609375,784
0,13.7729997634888,0,0,52,3,0.0489999987185001,0,0,189.695526123047,2704
0,20.4449996948242,0,0,31,3,0.848999977111816,0,0,417.998016357422,961
1,12.8640003204346,0,0,49,4,2.37700009346008,1,0,165.482498168945,2401
1,38.8889999389648,0,1,28,1,35.4500007629395,1,1,1512.35437011719,784
0,11.25,1,0,38,4,0.499000012874603,0,0,126.5625,1444
0,23.2649993896484,0,0,31,1,0.999000012874603,0,0,541.260192871094,961
0,57.6450004577637,0,1,43,2,49.7999992370605,0,0,3322.94604492188,1849
1,82.2779998779297,1,0,52,4,72.7620010375977,1,1,6769.66943359375,2704
0,14.1239995956421,0,0,53,3,8.69999980926514,0,1,199.487365722656,2809
0,21.3059997558594,1,0,26,3,10,0,0,453.945617675781,676
1,86.6999969482422,1,0,47,2,145.139007568359,1,1,7516.8896484375,2209
1,97.8450012207031,1,1,39,2,203.199996948242,1,1,9573.64453125,1521
1,99.4800033569336,1,0,35,3,109.399002075195,0,1,9896.271484375,1225
1,26.5259990692139,0,1,37,3,-0.699999988079071,0,0,703.628601074219,1369
0,17.4029998779297,0,0,45,8,0,0,0,302.864410400391,2025
0,10.1999998092651,0,1,25,1,0,0,0,104.039993286133,625
0,15.3149995803833,0,0,42,4,0.25,0,0,234.549209594727,1764
1,29.8859996795654,1,0,47,4,21.9500007629395,1,1,893.172973632812,2209
0,14.039999961853,0,0,52,1,0,0,0,197.121597290039,2704
0,19.9619998931885,0,0,27,2,-13,0,0,398.4814453125,729
1,14.5799999237061,0,1,30,1,0,0,0,212.576400756836,900
0,61.4459991455078,1,0,36,3,135.496002197266,0,1,3775.61083984375,1296
0,16.113000869751,1,0,35,5,6.26300001144409,0,1,259.628784179688,1225
1,31.8899993896484,1,0,47,4,8.17399978637695,1,0,1016.97204589844,2209
0,21,1,0,53,3,-0.5,0,0,441,2809
0,11.9010000228882,1,0,46,7,0.256999999284744,0,0,141.633804321289,2116
0,11.2320003509521,0,0,26,2,-0.0649999976158142,0,0,126.157829284668,676
0,22.4640007019043,0,1,29,2,1.68099999427795,0,1,504.631317138672,841
1,67.0559997558594,1,0,37,3,31.25,1,0,4496.50732421875,1369
0,16.8600006103516,0,1,42,1,0,0,0,284.259613037109,1764
0,38.9490013122559,1,0,58,2,19.94700050354,0,1,1517.02465820312,3364
1,66.4049987792969,1,0,47,4,41.2970008850098,0,0,4409.6240234375,2209
0,10.3559999465942,1,0,31,4,1.53999996185303,0,0,107.246734619141,961
0,32.8800010681152,1,0,40,5,7.5,0,0,1081.09448242188,1600
0,33.0120010375977,0,0,35,3,0.199000000953674,0,0,1089.79223632812,1225
0,12.8280000686646,0,0,43,5,0,0,0,164.557586669922,1849
1,17.8500003814697,1,0,27,6,2.77999997138977,1,0,318.622528076172,729
0,14.3520002365112,0,0,55,2,-0.5,0,0,205.979904174805,3025
0,48.0779991149902,0,0,34,1,4.5,0,1,2311.49389648438,1156
1,51.1500015258789,0,1,38,1,28.6000003814697,1,1,2616.32275390625,1444
1,32.3610000610352,0,0,33,1,11.8000001907349,1,0,1047.234375,1089
0,18.2399997711182,0,0,37,3,0,0,0,332.697601318359,1369
0,19.3470001220703,1,0,33,3,0,0,0,374.306427001953,1089
0,46.3860015869141,1,0,34,4,0.600000023841858,0,0,2151.6611328125,1156
0,18.0900001525879,0,0,64,1,5.49900007247925,0,1,327.248107910156,4096
1,77.015998840332,1,0,47,2,77.9749984741211,1,0,5931.4638671875,2209
0,17.625,0,0,52,1,1.79999995231628,0,1,310.640625,2704
0,46.1399993896484,1,0,33,5,25.6499996185303,0,1,2128.89965820312,1089
1,42.7799987792969,0,1,50,1,30.2000007629395,1,0,1830.12829589844,2500
1,94.9800033569336,1,0,37,2,15,1,0,9021.201171875,1369
1,60.2999992370605,1,0,47,4,96.5999984741211,1,0,3636.08984375,2209
1,35.5050010681152,1,0,25,3,16.25,1,1,1260.60510253906,625
1,40.5449981689453,1,0,34,3,2.5,0,0,1643.89685058594,1156
1,17.92799949646,0,0,28,4,-0.349999994039536,0,0,321.413177490234,784
0,13.793999671936,1,0,28,4,0,0,0,190.274429321289,784
0,16.2779998779297,0,0,25,3,0,0,0,264.973266601562,625
0,43.0890007019043,1,0,39,4,-4.09999990463257,0,0,1856.66198730469,1521
0,20.0189990997314,1,0,54,3,41.7999992370605,0,1,400.760314941406,2916
0,27.0209999084473,0,0,56,1,34.3969993591309,0,0,730.134460449219,3136
0,12.8999996185303,0,0,37,3,-2,0,0,166.40998840332,1369
1,19.4400005340576,0,1,37,3,-0.425000011920929,0,0,377.913635253906,1369
1,65.0970001220703,1,1,36,4,8.79899978637695,0,0,4237.61962890625,1296
1,37.7910003662109,1,0,52,2,6.59999990463257,0,1,1428.15966796875,2704
0,79.4339981079102,1,0,41,4,-5.15399980545044,0,0,6309.76025390625,1681
0,18.4440002441406,0,0,55,1,12.9940004348755,0,1,340.18115234375,3025
0,30.8369998931885,1,0,36,3,-2.40000009536743,0,0,950.920532226562,1296
0,15.8400001525879,0,0,32,1,1,0,0,250.905609130859,1024
1,22.2150001525879,0,1,53,1,-6.15000009536743,0,0,493.506225585938,2809
0,14.5109996795654,0,0,43,5,0.600000023841858,0,1,210.569107055664,1849
1,40.2239990234375,0,0,34,3,-4.18699979782104,1,0,1617.97009277344,1156
1,28.0799999237061,0,0,43,4,3.75,1,0,788.486389160156,1849
0,21.3059997558594,0,0,32,1,2.09999990463257,0,0,453.945617675781,1024
1,37.359001159668,1,0,61,2,-2.03800010681152,0,0,1395.69494628906,3721
1,48.2190017700195,1,0,34,3,19.0990009307861,1,0,2325.07202148438,1156
0,159.695999145508,1,0,39,2,90.5500030517578,0,1,25502.8125,1521
1,55.5629997253418,1,0,37,2,56.0530014038086,0,1,3087.24682617188,1369
0,23.0459995269775,0,1,43,1,0.398999989032745,0,0,531.118103027344,1849
1,77.5230026245117,1,0,48,4,23.1520004272461,1,0,6009.81591796875,2304
0,95.1839981079102,1,0,45,5,128.350006103516,0,1,9059.9931640625,2025
0,33.2700004577637,0,1,25,4,1.10000002384186,0,0,1106.89294433594,625
0,49.8660011291504,1,0,56,3,11.3000001907349,0,1,2486.6181640625,3136
1,37.3769989013672,1,0,55,3,28,1,0,1397.0400390625,3025
0,36.117000579834,1,0,55,2,37.7939987182617,0,1,1304.43774414062,3025
1,54.2519989013672,1,0,44,4,17.2849998474121,1,1,2943.279296875,1936
0,76.9380035400391,1,0,45,4,551.099975585938,0,1,5919.45654296875,2025
0,17.0879993438721,0,0,48,3,0,0,0,291.999725341797,2304
0,26.4930000305176,1,0,28,5,-0.200000002980232,0,0,701.879028320312,784
1,102.189002990723,1,0,44,2,107.25700378418,1,1,10442.5927734375,1936
1,52.4099998474121,0,1,51,1,152.289993286133,1,1,2746.80810546875,2601
0,79.536003112793,1,0,40,5,15.5,0,0,6325.9755859375,1600
0,80.0790023803711,1,0,46,3,59.1150016784668,0,1,6412.646484375,2116
0,45.810001373291,0,1,30,1,-2.70000004768372,0,0,2098.55615234375,900
0,19.7999992370605,0,0,49,1,-2.40000009536743,0,0,392.039978027344,2401
1,39.5999984741211,1,0,28,2,2.59100008010864,1,0,1568.15991210938,784
1,17.2800006866455,0,1,50,4,0,0,0,298.598419189453,2500
1,48.1199989318848,1,0,44,4,20.2999992370605,1,1,2315.5341796875,1936
0,15.539999961853,1,0,47,2,0.726999998092651,0,0,241.491592407227,2209
1,51.060001373291,1,0,52,5,-5.30100011825562,0,0,2607.12377929688,2704
0,28.8449993133545,0,1,27,2,0.699999988079071,0,0,832.033996582031,729
1,29.8799991607666,0,0,62,1,44.2369995117188,1,0,892.814331054688,3844
1,48.3120002746582,1,0,41,4,-4.63500022888184,0,0,2334.04931640625,1681
0,36.5219993591309,1,1,39,2,28.056999206543,0,1,1333.8564453125,1521
0,21.1679992675781,1,0,43,2,4.27199983596802,0,0,448.084197998047,1849
0,37.4819984436035,1,0,53,3,14.8000001907349,0,1,1404.90014648438,2809
0,52.3199996948242,1,0,26,2,-1.60000002384186,0,0,2737.38232421875,676
0,31.5750007629395,1,1,33,2,0.356000006198883,0,0,996.980651855469,1089
0,25.2269992828369,1,0,57,4,-0.625,0,0,636.401489257812,3249
0,49.4280014038086,1,0,33,4,-1.79999995231628,0,0,2443.12744140625,1089
0,77.3339996337891,1,0,34,3,95.9990005493164,0,1,5980.54736328125,1156
1,22.992000579834,1,0,26,2,8.42000007629395,1,0,528.632080078125,676
0,63.2070007324219,1,0,42,5,-47.5,0,0,3995.125,1764
0,24.7140007019043,1,0,54,3,0.25,0,0,610.781860351562,2916
1,11.4300003051758,1,0,45,4,-0.0359999984502792,0,0,130.644912719727,2025
0,36.0900001525879,1,0,34,4,1.45899999141693,0,0,1302.48815917969,1156
0,23.1660003662109,1,0,55,3,-5.40000009536743,0,0,536.66357421875,3025
1,31.7220001220703,1,0,34,3,2,1,0,1006.28527832031,1156
1,22.5419998168945,1,0,47,3,30.8999996185303,0,1,508.141754150391,2209
1,48.4679985046387,1,0,43,6,44.0979995727539,1,0,2349.14697265625,1849
1,29.9580001831055,0,1,30,1,2.29999995231628,0,0,897.481750488281,900
1,35.6759986877441,1,0,60,4,-0.996999979019165,0,0,1272.77685546875,3600
1,28.0860004425049,1,0,38,4,1.49899995326996,1,0,788.823425292969,1444
1,30,1,0,31,2,11.6000003814697,1,1,900,961
1,31.2089996337891,1,0,43,2,-0.25,0,0,974.001647949219,1849
0,10.1639995574951,0,0,32,5,-1.00199997425079,0,0,103.306884765625,1024
1,46.7220001220703,1,0,59,5,-7.15000009536743,0,0,2182.9453125,3481
0,24.6900005340576,0,0,28,1,0.75,0,0,609.596130371094,784
0,36.6389999389648,1,0,30,4,-11,0,0,1342.41625976562,900
1,30.0779991149902,1,0,52,2,-17.5310001373291,1,0,904.68603515625,2704
0,18.4290008544922,0,0,37,3,-3.19700002670288,0,0,339.628082275391,1369
1,11.3249998092651,0,0,58,2,2.59999990463257,1,0,128.255615234375,3364
0,47.6370010375977,0,1,48,2,8.02999973297119,0,1,2269.28393554688,2304
0,13.4729995727539,0,0,51,2,0.5,0,0,181.521713256836,2601
0,59.2290000915527,1,0,38,5,-8.7519998550415,0,0,3508.07446289062,1444
0,64.9560012817383,1,0,59,3,5.98000001907349,0,1,4219.2822265625,3481
0,45.0299987792969,1,0,36,5,-8.10099983215332,0,0,2027.70080566406,1296
0,10.581000328064,0,0,48,1,0,0,0,111.957565307617,2304
0,48.5820007324219,1,1,61,2,16.7999992370605,0,0,2360.21069335938,3721
1,114.396003723145,1,0,53,2,141.550003051758,1,1,13086.4453125,2809
0,54.2999992370605,0,0,27,1,2.5,0,0,2948.48999023438,729
0,24.996000289917,0,1,47,1,-24.7999992370605,0,0,624.800048828125,2209
0,34.7939987182617,1,0,44,2,27.2089996337891,0,0,1210.62231445312,1936
1,41.0309982299805,1,0,37,2,60.4589996337891,1,1,1683.54284667969,1369
0,11.2620000839233,1,0,44,4,0.0670000016689301,0,0,126.832649230957,1936
1,60.0900001525879,1,0,28,4,13.8999996185303,1,0,3610.80810546875,784
1,52.6590003967285,1,0,33,4,3.40000009536743,0,0,2772.97021484375,1089
1,70.5899963378906,1,0,34,2,8.60000038146973,1,0,4982.94775390625,1156
0,56.7120018005371,1,0,60,2,207.011993408203,0,1,3216.25122070312,3600
0,28.443000793457,0,0,30,1,-8.89999961853027,0,0,809.004272460938,900
1,42.9150009155273,0,1,49,1,22.2000007629395,0,0,1841.697265625,2401
0,110.891998291016,1,0,54,2,377.5,0,1,12297.03515625,2916
0,26.3999996185303,1,0,52,3,83.4000015258789,0,1,696.9599609375,2704
0,21.386999130249,0,0,34,1,2.70000004768372,0,0,457.403717041016,1156
1,74.625,1,0,46,4,21.1350002288818,0,0,5568.890625,2116
1,68.7900009155273,1,0,59,5,27.5,1,1,4732.064453125,3481
1,44.5349998474121,1,1,26,2,46.5069999694824,1,0,1983.3662109375,676
1,29.7390003204346,0,1,41,1,-7.25,1,0,884.408142089844,1681
0,36.548999786377,0,0,33,1,-3.15000009536743,0,1,1335.82934570312,1089
1,27.9659996032715,1,0,27,2,-0.469999998807907,1,0,782.097106933594,729
0,62.8079986572266,1,0,33,3,-2.79999995231628,0,0,3944.8447265625,1089
0,17.3999996185303,0,1,54,1,34,0,1,302.759979248047,2916
0,28.6590003967285,0,0,51,1,29.5990009307861,0,0,821.338317871094,2601
0,21.0900001525879,0,0,49,1,19.4990005493164,0,1,444.788116455078,2401
1,16.3199996948242,1,0,59,5,5,1,0,266.342376708984,3481
0,26.0340003967285,1,0,62,6,0.800000011920929,0,0,677.769165039062,3844
0,55.5390014648438,1,0,57,2,9.36999988555908,0,1,3084.58056640625,3249
1,77.4690017700195,1,0,36,2,-5.90000009536743,0,0,6001.4462890625,1296
1,29.0189990997314,1,0,34,5,1.94799995422363,1,0,842.102294921875,1156
0,28.0799999237061,1,0,26,4,-4.09999990463257,0,0,788.486389160156,676
0,21.4500007629395,1,0,35,5,1,0,0,460.1025390625,1225
0,27.621000289917,1,0,56,2,39.9659996032715,0,0,762.919677734375,3136
0,30.4050006866455,0,0,37,4,-0.949999988079071,0,0,924.464050292969,1369
0,12.1140003204346,0,0,35,3,0,0,0,146.749008178711,1225
0,31.4759998321533,1,0,29,2,-9.69999980926514,0,0,990.738586425781,841
1,74.1959991455078,1,0,47,4,148,1,0,5505.04638671875,2209
0,79.5449981689453,1,0,59,2,87.8970031738281,0,1,6327.40673828125,3481
0,39.4650001525879,1,0,32,5,-4.75099992752075,0,0,1557.48620605469,1024
1,29.5230007171631,1,1,37,4,-1.89400005340576,0,0,871.607543945312,1369
0,34.4700012207031,1,0,55,4,-2,0,0,1188.18103027344,3025
0,24.5400009155273,1,0,30,4,-8.89999961853027,0,0,602.211669921875,900
0,34.5390014648438,1,0,44,7,0.200000002980232,0,0,1192.94262695312,1936
0,21.9899997711182,1,0,26,5,0,0,0,483.560089111328,676
1,78.9899978637695,1,0,60,3,271.859008789062,1,1,6239.419921875,3600
0,10.8360004425049,0,0,42,3,0,0,0,117.418907165527,1764
0,39.431999206543,1,0,47,5,-8,0,0,1554.88256835938,2209
0,78.9179992675781,1,1,48,2,46.5,0,1,6228.05078125,2304
0,37.3199996948242,1,0,63,2,4,0,0,1392.78234863281,3969
0,10.1999998092651,0,0,25,1,-1.20000004768372,0,0,104.039993286133,625
0,14.6789999008179,1,0,37,4,-0.375,0,0,215.473037719727,1369
1,29.6189994812012,1,1,59,2,58.6160011291504,1,1,877.28515625,3481
0,17.8500003814697,0,1,26,1,0,0,0,318.622528076172,676
1,20.1630001068115,0,1,38,1,1,0,0,406.546569824219,1444
1,18.2159996032715,0,0,31,3,-5.875,1,0,331.822631835938,961
1,75.7979965209961,1,0,48,4,-0.949999988079071,0,0,5745.33642578125,2304
0,21.9750003814697,0,1,40,1,-5.40000009536743,0,0,482.900634765625,1600
0,10.710000038147,0,0,28,2,-1.37000000476837,0,0,114.7041015625,784
1,31.3379993438721,0,0,62,1,59.5,1,0,982.070190429688,3844
0,14.1719999313354,1,0,37,6,-1,0,0,200.845581054688,1369
1,41.5499992370605,1,1,41,5,4.02500009536743,1,0,1726.40246582031,1681
0,22.181999206543,1,0,26,8,2.13599991798401,0,0,492.041076660156,676
1,44.0519981384277,1,0,54,2,136.699996948242,1,1,1940.57849121094,2916
0,19.1100006103516,0,0,34,1,12,0,0,365.192108154297,1156
1,36.8759994506836,1,0,36,4,34.2999992370605,0,1,1359.83935546875,1296
1,49.7459983825684,0,1,48,1,14.2489995956421,1,1,2474.66430664062,2304
1,47.5470008850098,1,0,34,4,-0.200000002980232,0,1,2260.71728515625,1156
0,38.0849990844727,1,0,38,4,25.3470001220703,0,0,1450.46716308594,1444
0,43.8660011291504,1,0,48,2,72.4749984741211,0,0,1924.22607421875,2304
0,32.015998840332,1,0,26,3,-0.100000001490116,0,0,1025.02416992188,676
0,45.3600006103516,0,0,28,1,-4.5,0,0,2057.52954101562,784
0,28.1459999084473,1,0,31,5,-3.29999995231628,0,0,792.197326660156,961
0,26.2590007781982,0,1,27,1,-4.97499990463257,0,0,689.535095214844,729
0,17.3099994659424,0,1,25,1,0.574999988079071,0,0,299.636077880859,625
0,49.3650016784668,1,0,64,2,-10.0019998550415,0,1,2436.9033203125,4096
0,20.3099994659424,0,0,56,2,17.2000007629395,0,0,412.496063232422,3136
0,24.9449996948242,1,0,42,3,-3.49000000953674,0,0,622.252990722656,1764
1,34.4039993286133,1,0,43,4,-11.5299997329712,0,0,1183.63513183594,1849
0,22.6200008392334,0,0,58,2,24.9990005493164,0,1,511.664428710938,3364
0,10.8000001907349,0,0,55,3,-0.300000011920929,0,0,116.640007019043,3025
1,20.8050003051758,0,1,35,1,5.30000019073486,1,0,432.848022460938,1225
1,30.5580005645752,1,0,62,4,4.79899978637695,0,0,933.791381835938,3844
0,25.4640007019043,1,0,28,3,6.40899991989136,0,0,648.415344238281,784
0,32.2410011291504,1,0,54,5,-15.5500001907349,0,0,1039.48217773438,2916
0,58.5779991149902,1,0,39,2,2.69400000572205,0,0,3431.38208007812,1521
0,17.1599998474121,1,0,33,6,0,0,0,294.465606689453,1089
1,21.7259998321533,1,0,41,4,7.32000017166138,1,1,472.019073486328,1681
1,29.7840003967285,1,0,62,5,0.778999984264374,0,0,887.086669921875,3844
0,24.6420001983643,1,0,36,4,22.6000003814697,0,0,607.228149414062,1296
0,14.3999996185303,1,0,48,4,56.3880004882812,0,0,207.359985351562,2304
1,57.4650001525879,1,0,42,3,16.6000003814697,1,1,3302.22631835938,1764
0,14.7600002288818,0,0,61,2,6.64900016784668,0,0,217.857604980469,3721
0,16.0620002746582,0,0,33,3,0,0,0,257.987854003906,1089
0,34.101001739502,0,0,37,1,-0.150000005960464,0,0,1162.87829589844,1369
0,57.6300010681152,1,1,36,6,51.9249992370605,0,1,3321.21704101562,1296
1,41.564998626709,1,0,48,2,14.298999786377,0,0,1727.64916992188,2304
1,17.3999996185303,1,0,27,4,-0.291999995708466,1,0,302.759979248047,729
0,29.4990005493164,1,0,59,3,122.555000305176,0,1,870.191040039062,3481
0,28.6200008392334,1,1,41,4,0.899999976158142,0,0,819.104431152344,1681
0,13.253999710083,0,1,25,1,-5.30000019073486,0,0,175.668502807617,625
0,28.0440006256104,1,0,40,4,-5.48999977111816,0,0,786.465942382812,1600
1,40.4459991455078,1,1,35,3,-7.81699991226196,1,0,1635.87890625,1225
0,70.5899963378906,1,0,48,4,3.69899988174438,0,0,4982.94775390625,2304
0,17.1720008850098,1,0,47,7,0.00400000018998981,0,0,294.877624511719,2209
0,14.5740003585815,0,0,51,1,28.4200000762939,0,0,212.401489257812,2601
0,24.3479995727539,1,0,26,2,1.20000004768372,0,0,592.825073242188,676
0,15.8400001525879,1,0,45,2,0.300000011920929,0,0,250.905609130859,2025
1,60.3600006103516,1,0,32,2,-0.800000011920929,0,0,3643.32958984375,1024
1,28.7159996032715,0,0,43,2,19.3040008544922,1,0,824.608642578125,1849
0,17.423999786377,1,0,52,3,-0.0359999984502792,0,0,303.595764160156,2704
0,56.0849990844727,1,0,37,2,21.6000003814697,0,0,3145.52709960938,1369
0,17.8320007324219,1,0,27,4,0.063000001013279,0,0,317.980255126953,729
0,24.621000289917,1,0,26,5,3.68400001525879,0,0,606.193664550781,676
0,30.8999996185303,1,0,28,4,1.82500004768372,0,1,954.809997558594,784
1,46.8720016479492,1,0,43,4,23.9979991912842,0,0,2196.98461914062,1849
0,15.3599996566772,0,0,50,3,-3.49000000953674,0,0,235.929595947266,2500
0,16.8449993133545,0,1,34,1,0.300000011920929,0,0,283.753997802734,1156
0,21,1,0,27,5,-3.40000009536743,0,0,441,729
0,43.4099998474121,1,0,41,4,3,0,0,1884.42810058594,1681
1,61.9860000610352,1,0,39,4,5.59999990463257,1,0,3842.26416015625,1521
0,10.6979999542236,1,0,28,5,-0.300000011920929,0,0,114.447204589844,784
0,46.4850006103516,1,0,47,4,-4.59999990463257,0,0,2160.85522460938,2209
1,39.2789993286133,1,0,42,4,17.8999996185303,1,0,1542.83984375,1764
0,44.2319984436035,1,0,28,3,-1.5,0,1,1956.4697265625,784
0,33.0209999084473,0,0,42,1,-3.88700008392334,0,0,1090.38647460938,1764
1,83.25,1,0,39,2,84,1,0,6930.5625,1521
1,14.5229997634888,1,0,60,5,7.7480001449585,0,0,210.917526245117,3600
0,15.9809999465942,0,0,26,4,0.648999989032745,0,0,255.392364501953,676
1,12.1560001373291,0,0,36,3,1,1,1,147.768341064453,1296
1,29.2950000762939,1,0,45,8,-0.382999986410141,1,0,858.197021484375,2025
0,33.1710014343262,1,0,34,3,0.324999988079071,0,0,1100.31530761719,1156
0,16.5900001525879,0,0,28,1,-0.100000001490116,0,0,275.228118896484,784
0,16.2000007629395,1,0,46,5,-69.3000030517578,0,0,262.440032958984,2116
1,38.306999206543,0,0,63,1,178.934997558594,1,1,1467.42614746094,3969
0,28.6499996185303,0,0,50,2,9.80000019073486,0,0,820.822448730469,2500
1,47.7540016174316,1,0,39,7,-3.25300002098083,1,0,2280.44458007812,1521
0,12.9630002975464,0,1,35,1,0.00499999988824129,0,0,168.03938293457,1225
0,27.0300006866455,0,1,25,1,0,0,0,730.620910644531,625
1,14.8500003814697,0,1,60,1,2.79900002479553,1,0,220.522506713867,3600
0,22.3500003814697,0,0,35,1,2.1800000667572,0,0,499.522521972656,1225
0,28.7999992370605,0,1,29,1,1,0,0,829.43994140625,841
0,65.2590026855469,1,0,31,2,17.5289993286133,0,1,4258.7373046875,961
0,27.7409992218018,0,0,36,1,1.85300004482269,0,0,769.563049316406,1296
0,44.2050018310547,1,0,26,2,3.44099998474121,0,0,1954.08215332031,676
1,66.1650009155273,1,0,39,4,71.427001953125,1,0,4377.80712890625,1521
0,14.0640001296997,0,0,41,1,10.8999996185303,0,1,197.796096801758,1681
0,13.1999998092651,0,0,52,4,0.600000023841858,0,0,174.239990234375,2704
1,42.6150016784668,0,0,41,3,20,1,1,1816.03833007812,1681
0,41.2799987792969,1,0,35,4,1.47300004959106,0,0,1704.03833007812,1225
0,13.2600002288818,0,0,28,2,0,0,0,175.827606201172,784
0,51.4500007629395,0,1,25,2,7.49900007247925,0,0,2647.1025390625,625
0,43.476001739502,1,0,31,4,-0.0500000007450581,0,0,1890.16271972656,961
0,30.0149993896484,0,0,27,1,-2.84999990463257,0,0,900.900207519531,729
1,39.5970001220703,1,0,36,4,45.5979995727539,1,0,1567.92236328125,1296
1,114.572998046875,1,0,56,3,49.0989990234375,0,1,13126.9716796875,3136
1,29.8500003814697,1,0,64,2,12.4180002212524,1,0,891.022521972656,4096
0,54.7439994812012,1,1,30,4,0.25,0,0,2996.90551757812,900
1,17.5470008850098,0,1,48,2,94.0500030517578,1,1,307.897247314453,2304
1,93.3570022583008,0,1,29,1,6.32999992370605,1,0,8715.5302734375,841
1,15.7559995651245,1,0,34,3,18.3099994659424,1,0,248.251525878906,1156
1,38.1360015869141,1,0,36,4,39.4099998474121,1,0,1454.35461425781,1296
0,28.0319995880127,0,1,34,1,-8.75,0,0,785.793029785156,1156
0,50.3460006713867,1,0,31,4,7.30000019073486,0,0,2534.7197265625,961
1,46.5929985046387,0,0,44,1,5.09999990463257,1,0,2170.90747070312,1936
0,20.8379993438721,0,0,52,1,3.54999995231628,0,0,434.222229003906,2704
0,50.1539993286133,0,1,44,1,10.8990001678467,0,1,2515.42358398438,1936
1,53.7360000610352,1,0,40,5,21.5499992370605,1,0,2887.5576171875,1600
