attend,termGPA,priGPA,ACT,final,atndrte,hwrte,frosh,soph,missed,stndfnl
23,2.46000003814697,2.48000001907349,24,28,71.875,100,0,0,9,0.472689062356949
26,2.75,3.09999990463257,24,26,81.25,100,0,0,6,0.0525210089981556
31,3.4300000667572,3.5,23,26,96.875,100,0,1,1,0.0525210089981556
24,2.73000001907349,1.96000003814697,22,22,75,100,0,1,8,-0.787815153598785
19,0.850000023841858,1.8400000333786,18,26,59.375,50,0,0,13,0.0525210089981556
31,2.60999989509583,2.73000001907349,27,23,96.875,87.5,0,1,1,-0.577731072902679
29,3.41000008583069,3.48000001907349,27,26,90.625,100,0,1,3,0.0525210089981556
25,1,2.30999994277954,18,22,78.125,100,0,1,7,-0.787815153598785
32,2.69000005722046,2.38000011444092,19,19,100,100,0,1,0,-1.41806721687317
32,3.66000008583069,3.60999989509583,22,30,100,100,0,1,0,0.892857134342194
28,3.17000007629395,3.01999998092651,24,27,87.5,100,0,1,4,0.262605041265488
14,1.79999995231628,1.19000005722046,24,29,43.75,62.5,1,0,18,0.682773113250732
